PC1,PC2,Activity
2.982393787981693,3.0286604272185556,WALKING_UPSTAIRS
-10.732755521217772,-5.771674548521002,LAYING
-8.841783721390117,3.2335332274111526,STANDING
4.231199059077742,1.817060490776484,WALKING_UPSTAIRS
5.775037118809363,3.1319377091628673,WALKING_UPSTAIRS
8.527693716903302,0.2547231138694846,WALKING_UPSTAIRS
8.485627915318817,0.3683348883053527,WALKING
17.13735155900288,-2.6073229952222805,WALKING
-7.919527715032196,3.374146732305952,STANDING
-8.092638730976372,1.605997642202572,SITTING
8.218663939119066,1.4722155288924423,WALKING
-9.256911010159833,0.9613754046309196,SITTING
4.9694898695218965,4.3542594001847785,WALKING
6.041238158261973,3.2819958415697763,WALKING
-7.610219900545509,-8.269077355940132,LAYING
4.048146475420265,3.303811674675035,WALKING_UPSTAIRS
17.25552238731571,-5.368981524551169,WALKING_DOWNSTAIRS
11.88341296318547,0.6447425374187812,WALKING
12.176326602547004,-1.1121220948140969,WALKING
-9.115945261788275,1.814678520315773,SITTING
6.999581896328413,2.9785780924480822,WALKING_DOWNSTAIRS
18.542641810491098,-3.2790714094241147,WALKING_DOWNSTAIRS
-7.967243051630089,2.697143320021967,STANDING
-10.77670672935117,-7.564714138055509,LAYING
-8.691290528972239,3.3631285262467827,STANDING
16.109935685929944,-3.875428391935143,WALKING
18.95455160023686,-5.123341605916807,WALKING_DOWNSTAIRS
-10.982110033911859,-7.447617325844101,LAYING
-9.280848768327827,2.5755061197737654,SITTING
-8.91392097820463,2.736410451245,STANDING
-8.91225232731053,3.2470924666836307,STANDING
1.3960094079318492,6.829988972709475,WALKING_UPSTAIRS
-8.99771035468717,3.7563952967740746,STANDING
10.895960109435569,-0.07295206641963303,WALKING
6.78571551503198,3.5773029701493915,WALKING
-11.098467758591944,-8.278462581161818,LAYING
-7.126135064794074,5.9121248848165715,SITTING
12.193842659244224,-2.6820519941171024,WALKING_DOWNSTAIRS
7.887963184248935,-0.015253067967288475,WALKING_DOWNSTAIRS
14.886143288393583,-3.1662724051438476,WALKING_DOWNSTAIRS
7.938868118440663,0.5659073007225783,WALKING_DOWNSTAIRS
-8.414223114561324,2.4610496946603693,SITTING
-10.461916461100067,-3.6561462591173775,LAYING
22.146583450388057,-8.11887496483074,WALKING_DOWNSTAIRS
-6.8292258992485095,4.510847229633471,SITTING
7.375787079062464,0.35333027747446305,WALKING
4.041266540398171,1.9357128241672483,WALKING_UPSTAIRS
2.583361464043371,3.9258137544716485,WALKING_UPSTAIRS
-10.750730951344897,-7.3106543958515235,LAYING
-7.056226662521193,4.797069041323152,STANDING
-8.597781623553075,4.082116685009614,STANDING
6.642332302704568,0.1739159967386553,WALKING_DOWNSTAIRS
-10.926303965199795,-7.975764207031228,LAYING
-10.832882150640405,-5.824604333113603,LAYING
-9.1961346154498,3.5103044321367665,SITTING
11.427522203373151,-2.3478941447465558,WALKING_DOWNSTAIRS
-8.956351226008803,2.549050826955834,SITTING
9.021702536572299,1.9590670628869133,WALKING_UPSTAIRS
-10.089415681932412,-2.2360831769337333,SITTING
-8.686389395421605,3.707320509524177,STANDING
-7.065059725618259,6.772477394732743,STANDING
-8.879649980835849,2.857090883100064,STANDING
-8.894800321969809,4.169676232374119,STANDING
-10.137107930390581,-1.1176588119199111,SITTING
-10.44023503247515,-8.975905036493868,LAYING
-10.69912229385671,-8.48082201744835,LAYING
-10.073547920903932,-0.8643851136920148,SITTING
-5.485276567226519,6.2859235492411285,STANDING
13.184457469435092,-3.153273301297144,WALKING_DOWNSTAIRS
-5.791354455464658,7.155852252204546,SITTING
10.501880775703881,-0.8859056335752803,WALKING_DOWNSTAIRS
